name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Hanoi,2022-07-21T13:00:00,28.2,34.1,26.1,88.07,16.74,100,rain,0,0,22.3,9.4,107,1008.9,89.1,6.3,589,2.1,6,30,"Rain, Partially cloudy",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-21T14:00:00,28,33.6,26,88.92,0,0,rain,0,0,24.1,12.1,115,1008,70,10,832,3,8,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-21T15:00:00,27.5,32.4,26,91.56,0,0,rain,0,0,24.1,14.8,110,1008,89,10,537,1.9,5,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-21T16:00:00,27.4,31.9,25.6,89.6,0,0,rain,0,0,24.5,6.9,87,1007.7,88.7,10.2,608,2.2,6,30,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-07-21T17:00:00,27,30.6,25,88.84,0,0,rain,0,0,22.3,15.7,70,1008,69,10,404,1.5,4,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-21T18:00:00,27,30.6,25,88.84,0,0,rain,0,0,22.7,13.9,75,1008,40,10,185,0.7,2,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-21T19:00:00,27.4,31.6,25,86.66,0,0,rain,0,0,24.1,9.4,105,1008.9,68.2,10.2,20,0.1,0,30,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-21T20:00:00,27,30.3,24.5,86.23,0,0,,0,0,13,11.2,55,1010,27.5,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2022-07-21T21:00:00,27,30.6,25,88.84,0,0,,0,0,9.7,10.3,55,1010,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2022-07-21T22:00:00,27.4,32.2,25.9,91.16,0,0,rain,0,0,6.8,10.6,80,1011,55.7,10,0,,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-07-21T23:00:00,27,30.6,25,88.84,0,0,,0,0,5.4,9.4,65,1011,27.5,10,0,,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2022-07-22T00:00:00,26,26,25,94.23,0,0,rain,0,0,7.6,9.4,60,1011,0,10,0,,0,10,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-07-22T01:00:00,26.1,26.1,25.2,94.89,0.12,100,rain,0,0,18.4,8.7,90,1010.6,32.8,10,0,,0,10,"Rain, Partially cloudy",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-22T02:00:00,26,26,25,94.23,0,0,rain,0,0,10.4,12.1,45,1010,30,10,0,,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2022-07-22T03:00:00,26,26,24.5,91.47,0,0,rain,0,0,10.8,11.2,60,1010,27.5,10,0,,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2022-07-22T04:00:00,26.1,26.1,24.9,93.04,0,0,rain,0,0,9,5.5,81,1010.4,85.3,4.9,0,,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-07-22T05:00:00,26,26,25,94.23,0,0,rain,0,0,13,9.4,85,1011,89,6,0,,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2022-07-22T06:00:00,25.5,25.5,25,97.06,0,0,rain,0,0,16.2,9.4,50,1011,43.9,5,11,0,0,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-22T07:00:00,26.3,26.3,25.4,94.93,9.98,100,rain,0,0,18.4,2.4,50,1011.1,76.9,9.9,127,0.5,1,10,"Rain, Partially cloudy",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-22T08:00:00,28.5,34.1,25.5,83.84,0,0,rain,0,0,17.6,11.2,65,1012,70,10,289,1,3,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-22T09:00:00,29,35.1,25.5,81.44,0,0,,0,0,14,10.3,55,1012,89,10,437,1.6,4,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-22T10:00:00,30,36.2,25,74.88,0,0,rain,0,0,14,8.5,92,1011.5,89.2,10.2,718,2.6,7,30,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-07-22T11:00:00,31.5,38.5,25,68.5,0,0,rain,0,0,14.8,10.3,85,1011,69,10,855,3.1,9,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-22T12:00:00,32,39.9,25.5,68.59,0,0,rain,0,0,15.1,10.3,105,1011,69,10,866,3.1,9,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-22T13:00:00,32.1,38.3,24.3,63.53,0,0,rain,0,0,18,5.7,195,1009.8,75.2,10.2,841,3,8,30,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-22T14:00:00,31.5,37.2,24,64.51,0,0,,0,0,20.5,11.2,95,1009,50,10,631,2.3,6,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-22T15:00:00,30.5,36.4,24.5,70.41,0,0,,0,0,21.2,22.4,100,1008,89,10,339,1.2,3,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-22T16:00:00,26.7,26.7,25,90.91,0,0,,0,0,24.5,8.9,127,1009.9,98.1,5,585,2.1,6,30,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-07-22T17:00:00,26,26,25,94.23,0,0,rain,0,0,31.3,9.4,55,1009,70,10,127,0.5,1,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-22T18:00:00,26.5,26.5,25.5,94.25,0,0,,0,0,32,7.6,125,1009,89,9.5,172,0.6,2,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-22T19:00:00,26.9,30.7,25.6,92.51,5.93,100,rain,0,0,29.9,8.5,133,1010.3,89.7,10,19,0.1,0,10,"Rain, Partially cloudy",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-22T20:00:00,26,26,25,94.23,0,0,,0,0,15.1,10.3,80,1011,40,10,0,,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2022-07-22T21:00:00,26,26,25,94.23,0,0,,0,0,7.9,6.5,65,1011,0,10,0,,0,10,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-07-22T22:00:00,26.4,26.4,25.7,96.31,0,0,,0,0,4.7,1.9,10,1011.3,61,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-07-22T23:00:00,26,26,25,94.23,0,0,rain,0,0,4.7,5.4,139,1011,69,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2022-07-23T00:00:00,26,26,25,94.23,1.6,100,rain,0,0,5.8,5.4,40,1011,58.9,10,0,,0,10,"Rain, Partially cloudy",rain,"48820099999,VVNB"
Hanoi,2022-07-23T01:00:00,26.2,26.2,25.4,95.02,0,0,rain,0,0,5.8,3.5,137,1010.9,55.8,10,0,,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-23T02:00:00,26,26,25,94.23,0,0,,0,0,6.1,5.4,70,1010,0,10,0,,0,10,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-07-23T03:00:00,26,26,25,94.23,0,0,,0,0,6.5,6.5,65,1010,30,10,0,,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2022-07-23T04:00:00,26.4,26.4,25.6,95.35,0,0,,0,0,7.6,0.7,358,1009.5,61.8,9.8,0,,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-07-23T05:00:00,26,26,25,94.23,0,0,,0,0,7.2,2.7,30,1009,89,8,0,,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
Hanoi,2022-07-23T06:00:00,26,26,25,94.23,0,0,,0,0,7.6,1.8,55.2,1010,40,6.5,11,0,0,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-23T07:00:00,27,30.8,25.2,90.08,0,0,,0,0,6.5,1.7,44,1009.8,76.4,9.1,143,0.5,1,30,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-23T08:00:00,28.5,34.6,26,86.36,0,0,,0,0,5,3.6,85.9,1011,40,9,372,1.3,4,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-23T09:00:00,29,35.6,26,83.9,0,0,,0,0,6.1,6.5,45,1011,70,9.5,585,2.1,6,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-23T10:00:00,30.4,37.6,25.6,75.35,0,0,,0,0,9.4,0.8,50,1010.9,63.4,10.2,765,2.8,8,30,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-07-23T11:00:00,30.5,37.6,25.5,74.71,0,0,,0,0,10.8,4.5,160.4,1010,70,10,830,3,8,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-23T12:00:00,32.5,40.6,25.5,66.68,0,0,rain,0,0,11.5,7.4,130,1010,69,10,859,3.1,9,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-23T13:00:00,33.2,40,24.4,60.2,0,0,,0,0,10.8,7.3,92,1009.1,62.4,16.6,726,2.6,7,30,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-23T14:00:00,33.5,40.6,24.5,59.39,0,0,,0,0,11.2,8.5,150,1008,50,10,478,1.7,5,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
Hanoi,2022-07-23T15:00:00,34.5,41.2,24,54.5,0.1,100,rain,0,0,11.9,9.4,135,1007,27.5,10,263,0.9,3,60,"Rain, Partially cloudy",rain,"48820099999,VVNB"
Hanoi,2022-07-23T16:00:00,34,40.3,23.7,55.13,0,0,,0,0,14.4,10.8,84,1006.5,29.1,16.5,204,0.7,2,60,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-07-23T17:00:00,33.5,41.3,25,61.19,0.1,100,rain,0,0,19.4,13.9,90,1006,27.5,10,157,0.6,2,60,"Rain, Partially cloudy",rain,"48820099999,VVNB"
Hanoi,2022-07-23T18:00:00,32.5,38.6,24,60.97,0.1,100,rain,0,0,24.8,13.9,120,1006,27.5,10,89,0.3,1,60,"Rain, Partially cloudy",rain,"48820099999,VVNB"
Hanoi,2022-07-23T19:00:00,31.9,38.8,24.8,66.39,0,0,,0,0,24.1,10.9,140,1006.8,11.1,16.5,19,0.1,0,60,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-23T20:00:00,31,38.4,25.5,72.61,0,0,,0,0,25.6,13.9,150,1007,0,10,0,,0,60,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-07-23T21:00:00,30,37.4,26,79.2,0,0,,0,0,25.6,12.1,145,1008,0,10,0,,0,30,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-07-23T22:00:00,28.9,35.8,26.4,86.27,0,0,,0,0,20.5,9.4,140,1008.9,0,16.4,0,,0,30,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-07-23T23:00:00,29,35.6,26,83.9,0,0,,0,0,20.9,12.1,140,1009,0,10,0,,0,30,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-07-24T00:00:00,28.5,34.6,26,86.37,0,0,,0,0,16.6,9.4,150,1009,0,10,0,,0,30,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-07-24T01:00:00,28.1,34.1,26.4,90.21,0,0,,0,0,15.8,8.8,137,1008.5,2.1,16.5,0,,0,30,Clear,clear-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-24T02:00:00,27.5,32.4,26,91.56,0,0,,0,0,10.4,9.4,105,1008,0,10,0,,0,30,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-07-24T03:00:00,27,31.2,26,94.27,0,0,,0,0,7.2,8.5,75,1008,0,9,0,,0,30,Clear,clear-night,"48820099999,VVNB"
Hanoi,2022-07-24T04:00:00,27.4,32.2,26.2,93.58,0,0,,0,0,5.8,7.5,98,1007.4,0,15.2,0,,0,30,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
Hanoi,2022-07-24T05:00:00,27,31,26,94.27,0,0,,0,0,5.4,9.4,60,1007,25,7,0,,0,30,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2022-07-24T06:00:00,27,31,26,94.27,0,0,,0,0,8.3,7.6,70,1008,50,3,11,0,0,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-24T07:00:00,28,34.4,27,94.31,0,0,,0,0,9.4,13,100,1008,50,5,159,0.6,2,60,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-24T08:00:00,30,37.3,26,79.19,0,0,,0,0,10.8,11.2,130,1008,50,10,379,1.4,4,60,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-24T09:00:00,31,39,26,74.78,0.1,100,rain,0,0,11.5,9.4,130,1009,25,10,568,2,6,60,"Rain, Partially cloudy",rain,VVNB
Hanoi,2022-07-24T10:00:00,32,39.1,25,66.57,0,0,,0,0,12.2,10.1,167.2,1008,25,10,714,2.6,7,60,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-24T11:00:00,33,40.5,25,62.92,0,0,,0,0,12.2,11.2,140,1008,50,10,717,2.6,7,60,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-24T12:00:00,34,41.8,25,59.49,0,0,,0,0,11.9,11.2,120,1008,50,10,717,2.6,7,60,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-24T13:00:00,34,41.8,25,59.49,0,0,,0,0,12.6,10.1,160,1007,50,10,847,3,8,60,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-24T14:00:00,34,43.4,26,63.13,0,0,,0,0,13,13,160,1006,25,10,918,3.3,9,60,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-24T15:00:00,35,43.2,25,56.27,0,0,,0,0,13.7,13,100,1006,50,10,787,2.8,8,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-24T16:00:00,35,43.2,25,56.27,0,0,,0,0,13.7,13,130,1005,50,10,619,2.2,6,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-24T17:00:00,34,40.5,24,56.03,0,0,,0,0,14.8,14.8,130,1005,58,10,409,1.5,4,60,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-24T18:00:00,34,40.5,24,56.03,0,0,,0,0,24.1,14.8,130,1005,43.2,10,142,0.5,1,60,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-24T19:00:00,33,40.5,25,62.92,0,0,,0,0,31.3,13,140,1005,0,10,16,0.1,0,30,Clear,clear-night,VVNB
Hanoi,2022-07-24T20:00:00,32,40.5,26,70.65,0,0,,0,0,32,14.8,140,1006,0,10,0,,0,30,Clear,clear-night,VVNB
Hanoi,2022-07-24T21:00:00,31,37.6,25,70.47,0,0,,0,0,31.3,14.8,140,1007,0,10,0,,0,8,Clear,clear-night,VVNB
Hanoi,2022-07-24T22:00:00,30,37.3,26,79.19,0,0,,0,0,26.3,14.8,140,1007,0,10,0,,0,8,Clear,clear-night,VVNB
Hanoi,2022-07-24T23:00:00,29,35.5,26,83.89,0,0,,0,0,24.8,11.2,130,1008,0,10,0,,0,3,Clear,clear-night,VVNB
Hanoi,2022-07-25T00:00:00,29,35.5,26,83.89,0,0,,0,0,20.2,13,130,1008,0,10,0,,0,3,Clear,clear-night,VVNB
Hanoi,2022-07-25T01:00:00,28,33.4,26,88.91,0,0,,0,0,15.5,13,120,1008,0.2,10,0,,0,3,Clear,clear-night,VVNB
Hanoi,2022-07-25T02:00:00,27,31,26,94.27,0,0,,0,0,14,11.2,90,1008,0.1,8,0,,0,3,Clear,clear-night,VVNB
Hanoi,2022-07-25T03:00:00,27,31,26,94.27,0,0,,0,0,12.6,7.6,70,1007,1.6,10,0,,0,3,Clear,clear-night,VVNB
Hanoi,2022-07-25T04:00:00,27,31,26,94.27,0,0,,0,0,13.3,9,80.3,1008,5,7,0,,0,3,Clear,clear-night,VVNB
Hanoi,2022-07-25T05:00:00,26,26,26,100,0,0,,0,0,11.5,7.6,70,1008,2.8,8,0,,0,3,Clear,clear-night,VVNB
Hanoi,2022-07-25T06:00:00,27,31,26,94.27,0,0,,0,0,10.1,7.6,50,1008,25,5,11,0,0,3,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-25T07:00:00,28,34.4,27,94.31,0,0,,0,0,11.5,7.2,103.5,1008,25,7,162,0.6,2,3,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-25T08:00:00,30,37.3,26,79.19,0,0,,0,0,12.2,9.4,90,1009,88,8,385,1.4,4,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-25T09:00:00,31,39,26,74.78,0,0,,0,0,12.2,7.6,145.9,1009,88,10,601,2.2,6,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-25T10:00:00,32,40.5,26,70.65,0,0,,0,0,10.8,8.6,162.9,1009,88,10,783,2.8,8,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-25T11:00:00,33,42,26,66.77,0,0,,0,0,10.4,7.6,160,1009,50,10,915,3.3,9,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-25T12:00:00,33,40.5,25,62.92,0,0,,0,0,10.4,11.2,140,1009,50,10,986,3.5,10,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-25T13:00:00,35,41.8,24,53,0,0,,0,0,10.8,9.4,176,1008,50,10,990,3.6,10,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-25T14:00:00,35,40.5,23,49.9,0,0,,0,0,10.8,9.4,130,1007,50,10,929,3.3,9,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-25T15:00:00,35,41.8,24,53,0,0,,0,0,11.5,7.6,176.1,1006,0,10,804,2.9,8,30,Clear,clear-day,VVNB
Hanoi,2022-07-25T16:00:00,35,43.2,25,56.27,0,0,,0,0,12.6,9.7,171.9,1006,0,10,627,2.3,6,30,Clear,clear-day,VVNB
Hanoi,2022-07-25T17:00:00,35,43.2,25,56.27,0,0,,0,0,14.8,13,90,1005,0,10,414,1.5,4,30,Clear,clear-day,VVNB
Hanoi,2022-07-25T18:00:00,34,40.5,24,56.03,0,0,,0,0,27.7,14.8,140,1005,0,10,189,0.7,2,60,Clear,clear-day,VVNB
Hanoi,2022-07-25T19:00:00,33,39.1,24,59.26,0,0,,0,0,31.7,14.4,150.1,1005,0,10,19,0.1,0,8,Clear,clear-night,VVNB
Hanoi,2022-07-25T20:00:00,32,39.1,25,66.57,0,0,,0,0,31.7,14.8,140,1006,0,10,0,,0,3,Clear,clear-night,VVNB
Hanoi,2022-07-25T21:00:00,31,37.6,25,70.47,0,0,,0,0,31,11.2,140,1007,0.1,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-25T22:00:00,30,36.1,25,74.62,0,0,,0,0,21.6,10.1,152.3,1008,0,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-25T23:00:00,29,34.4,25,79.05,0,0,,0,0,16.9,13,130,1008,5,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-26T00:00:00,29,34.4,25,79.05,0,0,,0,0,11.9,14.8,130,1008,5,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-26T01:00:00,28,32.6,25,83.78,0,0,,0,0,10.8,7.9,99.6,1008,5,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-26T02:00:00,27,30.5,25,88.83,0,0,,0,0,10.1,9.4,80,1008,5,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-26T03:00:00,27,30.5,25,88.83,0,0,,0,0,8.6,5.4,60,1007,5,8,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-26T04:00:00,27,30.5,25,88.83,0,0,,0,0,9.7,7.6,40,1007,6.3,8,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-26T05:00:00,27,30.5,25,88.83,0,0,,0,0,6.5,9.4,60,1007,5,7,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-26T06:00:00,26,26,25,94.23,0,0,,0,0,7.2,9.4,70,1008,5,6,11,0,0,5,Clear,clear-day,VVNB
Hanoi,2022-07-26T07:00:00,28,33.4,26,88.91,0,0,,0,0,9,6.5,103.2,1009,88,6,163,0.6,2,5,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-26T08:00:00,28,33.4,26,88.91,0,0,,0,0,10.4,9.4,60,1009,100,7,388,1.4,4,5,Overcast,cloudy,VVNB
Hanoi,2022-07-26T09:00:00,30,37.3,26,79.19,0,0,,0,0,10.8,5.4,90,1009,88,10,605,2.2,6,3,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-26T10:00:00,31,39,26,74.78,0,0,,0,0,11.2,7.6,158.3,1008,88,10,787,2.8,8,3,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-26T11:00:00,33,40.5,25,62.92,0,0,,0,0,11.5,7.6,164.6,1008,50,10,920,3.3,9,3,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-26T12:00:00,34,43.4,26,63.13,0,0,,0,0,11.9,7.6,168.7,1007,50,10,991,3.6,10,3,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-26T13:00:00,34,41.8,25,59.49,0,0,,0,0,11.9,10.4,173.8,1007,50,10,995,3.6,10,3,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-26T14:00:00,35,43.2,25,56.27,0,0,,0,0,11.5,7.6,160,1006,50,10,931,3.4,9,3,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-26T15:00:00,36,46.1,26,56.51,0,0,,0,0,11.9,7.6,174.8,1005,25,10,805,2.9,8,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-26T16:00:00,35,43.2,25,56.27,0,0,,0,0,13.3,13,158.4,1004,5,10,627,2.3,6,30,Clear,clear-day,VVNB
Hanoi,2022-07-26T17:00:00,35,41.8,24,53,0,0,,0,0,17.3,16.6,110,1004,5,10,414,1.5,4,60,Clear,clear-day,VVNB
Hanoi,2022-07-26T18:00:00,34,41.8,25,59.49,0,0,,0,0,27.4,18.4,130,1004,3.6,10,188,0.7,2,60,Clear,clear-day,VVNB
Hanoi,2022-07-26T19:00:00,33,40.5,25,62.92,0,0,,0,0,33.8,15.5,146.3,1004,5,10,19,0.1,0,8,Clear,clear-night,VVNB
Hanoi,2022-07-26T20:00:00,31,37.6,25,70.47,0,0,,0,0,30.2,18.4,140,1005,4.5,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-26T21:00:00,31,36.4,24,66.37,0,0,,0,0,31.7,14.8,150,1006,5,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-26T22:00:00,30,36.1,25,74.62,0,0,,0,0,32,13.3,137.7,1006,5,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-26T23:00:00,29,34.4,25,79.05,0,0,,0,0,26.6,16.6,130,1007,5,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-27T00:00:00,29,34.4,25,79.05,0,0,,0,0,22,18.4,120,1006,5,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-27T01:00:00,28,32.6,25,83.78,0,0,,0,0,18.4,13,120,1006,4.7,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-27T02:00:00,28,33.4,26,88.91,0,0,,0,0,16.6,11.2,100,1006,4.7,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-27T03:00:00,27,31,26,94.27,0,0,,0,0,14,13,90,1006,3.4,10,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-27T04:00:00,27,31,26,94.27,0,0,,0,0,11.9,9.4,90,1006,3.1,8,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-27T05:00:00,27,31,26,94.27,0,0,,0,0,11.2,11.2,90,1006,0.9,8,0,,0,5,Clear,clear-night,VVNB
Hanoi,2022-07-27T06:00:00,27,31,26,94.27,0,0,,0,0,10.4,7.6,70,1006,25,7,11,0,0,5,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-27T07:00:00,28,33.4,26,88.91,0,0,,0,0,11.5,7.6,102.6,1007,50,7,160,0.6,2,3,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-27T08:00:00,29,35.5,26,83.89,0,0,,0,0,14,11.2,110,1007,88,10,384,1.4,4,8,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-27T09:00:00,31,39,26,74.78,0,0,,0,0,14,13,130,1008,50,10,599,2.2,6,8,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-27T10:00:00,32,39.1,25,66.57,0,0,,0,0,13,10.1,159.4,1008,88,10,781,2.8,8,8,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-27T11:00:00,33,40.5,25,62.92,0,0,,0,0,13.3,13,140,1008,88,10,914,3.3,9,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-27T12:00:00,33,40.5,25,62.92,0,0,,0,0,14,9.4,140,1007,88,10,984,3.5,10,30,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-27T13:00:00,34,41.8,25,59.49,0,0,,0,0,14.4,11.2,130,1006,88,10,987,3.6,10,60,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-27T14:00:00,35,44.8,26,59.72,0,0,,0,0,14.4,7.6,174.4,1006,88,10,924,3.3,9,60,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2022-07-27T15:00:00,36.4,42.3,23,46.19,0,0,,0,0,14.8,11.9,163.5,1003,5,24.1,799,2.9,8,60,Clear,clear-day,remote
Hanoi,2022-07-27T16:00:00,36.4,42,22.7,45.36,0,0,,0,0,15.5,14.4,144.5,1003,5,24.1,623,2.2,6,60,Clear,clear-day,
Hanoi,2022-07-27T17:00:00,35,41.2,23.6,51.74,0,0,,0,0,23,18.7,130,1003,5,24.1,411,1.5,4,60,Clear,clear-day,
Hanoi,2022-07-27T18:00:00,31.9,37,23.4,60.82,0,0,,0,0,33.5,19.4,129.9,1003,0.6,24.1,187,0.7,2,8,Clear,clear-day,
Hanoi,2022-07-27T19:00:00,30,33.9,22.9,65.77,0,0,,0,0,34.6,15.8,141.7,1004,2.5,24.1,19,0.1,0,8,Clear,clear-night,
